movie_display_name,movie_production_year,movie_odid,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name,movie_sequel,movie_running_time
Marmaduke,2010,111070100,50000000,33644788,50378823,2010-01-01,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Comedy,0,88
Unfaithful,2002,10250100,50000000,52752475,66362019,2002-01-01,Contemporary Fiction,Remake,Live Action,Drama,0,
Bridget Jones: The Edge Of Reason,2004,13900100,50000000,40203020,223691531,2004-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,108
Into the Woods,2014,193530100,50000000,128002372,75500000,2014-01-01,Fantasy,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Musical,0,124
Ninja Assassin,2009,116560100,50000000,38122883,24087009,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,99
Defiance,2008,19430100,50000000,28644813,24342941,2008-01-01,Historical Fiction,Original Screenplay,Live Action,Drama,0,136
Daddy’s Home,2015,232350100,50000000,150357137,88400000,2015-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,96
The International,2009,21260100,50000000,25450527,28400000,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,
The Book of Life,2014,185160100,50000000,50151543,47500000,2014-01-01,Fantasy,Original Screenplay,Digital Animation,Adventure,0,95
Outlander,2009,76700100,50000000,166003,1084614,2009-01-01,Science Fiction,Original Screenplay,Live Action,Adventure,0,
The Boat That Rocked,2009,123120100,50000000,8017467,29455184,2009-01-01,Historical Fiction,Original Screenplay,Live Action,Comedy,0,
Drive Angry,2010,143070100,50000000,10721033,30321550,2010-01-01,Fantasy,Original Screenplay,Live Action,Action,0,104
Firewall,2006,11330100,50000000,48751189,34000000,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,105
V for Vendetta,2006,6980100,50000000,70511035,59703127,2006-01-01,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,
Into the Storm,2014,198200100,50000000,47602194,109000000,2014-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,89
13 Hours: The Secret Soldiers of Benghazi,2016,218070100,50000000,52853219,15200000,2016-01-01,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,144
Street Fighter: The Legend of Chun-Li,2009,38580100,50000000,9135036,3200000,2009-01-01,Contemporary Fiction,Based on Game,Live Action,Action,0,
American Reunion,2012,161360100,50000000,56758835,180040376,2012-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,112
The Host,2012,143190100,50000000,26623701,37853350,2012-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,88
Resident Evil: Apocalypse,2004,10800100,50000000,50740078,74428656,2004-01-01,Science Fiction,Based on Game,Live Action,Horror,1,
Christmas with the Kranks,2004,6560100,50000000,73701902,22767285,2004-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,
Yes Man,2008,4440100,50000000,97690976,128300000,2008-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,104
Raising Helen,2004,15120100,50000000,37485528,5854774,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,119
The Life Aquatic with Steve Zissou,2004,22220100,50000000,24006726,10800000,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,118
Super 8,2010,148790100,50000000,127004179,130968566,2010-01-01,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,112
Out of Time,2003,13560100,50000000,41083108,14406718,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,114
Beautiful Creatures,2012,173220100,50000000,19452138,40830738,2012-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,123
Race to Witch Mountain,2009,7470100,50000000,67172594,37931189,2009-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,
Curious George,2006,8900100,50000000,58336565,12412485,2006-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Hand Animation,Comedy,0,86
Anchorman 2: The Legend Continues,2011,140750100,50000000,127352707,44833047,2011-01-01,Historical Fiction,Original Screenplay,Live Action,Comedy,1,118
Gamer,2009,25660100,50000000,20534907,21467122,2009-01-01,Science Fiction,Original Screenplay,Live Action,Action,0,
Syriana,2005,10760100,50000000,50824620,41866339,2005-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,127
Failure to Launch,2006,5010100,50000000,88715192,39687709,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,97
Don’t Say a Word,2001,9750100,50000000,54997476,49490907,2001-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,113
Hansel & Gretel: Witch Hunters,2011,149600100,50000000,55703475,159246241,2011-01-01,Contemporary Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0,100
The Life of David Gale,2003,25570100,50000000,19694635,9225553,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,
The Adventures of Sharkboy and Lavagirl in 3-D,2005,130160100,50000000,39177541,30248282,2005-01-01,Kids Fiction,Original Screenplay,Live Action,Adventure,0,94
Murder by Numbers,2002,17830100,50000000,31874869,24768398,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,119
We Bought a Zoo,2011,145140100,50000000,75624550,43104523,2011-01-01,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,124
Zoolander 2,2015,143270100,50000000,28848693,26500000,2015-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,102
Twisted,2004,21430100,50000000,25195050,14924798,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,97
The Big Bounce,2004,43420100,50000000,6471394,154721,2004-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,
Shanghai Knights,2003,8590100,50000000,60470220,27846615,2003-01-01,Historical Fiction,Original Screenplay,Live Action,Adventure,1,
Inside Man,2006,5020100,50000000,88513495,97164028,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,128
Shrek,2001,420100,50000000,267655011,224157783,2001-01-01,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,90
The Judge,2014,195470100,50000000,47119388,29000000,2014-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,141
Into the Blue,2005,26440100,50000000,18472363,23200000,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,
Knowing,2009,5910100,50000000,79957634,106492683,2009-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,
Moneyball,2010,145230100,50000000,75605492,35695343,2010-01-01,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,133
Eastern Promises,2007,27920100,50000000,17181265,38895823,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,
"Crazy, Stupid, Love",2010,142150100,50000000,84351197,62791131,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,118
Domino,2005,36940100,50000000,10169202,12800000,2005-01-01,Dramatization,Based on Real Life Events,Live Action,Action,0,
The Forgotten,2004,7570100,50000000,66711892,50500000,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,91
Run All Night,2015,204280100,50000000,26461644,40500000,2015-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,114
Ted,2011,151130100,50000000,218665740,337350887,2011-01-01,Contemporary Fiction,Original Screenplay,Animation/Live Action,Comedy,0,106
Herbie: Fully Loaded,2005,7680100,50000000,66010682,78100000,2005-01-01,Kids Fiction,Original Screenplay,Live Action,Comedy,1,102
I am Number Four,2010,143680100,50000000,55100437,91094722,2010-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,114
The Twilight Saga: New Moon,2009,107880100,50000000,296623634,390934093,2009-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,1,130
Dream House,2010,142190100,50000000,21302340,18630000,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,92
Basic,2003,20450100,50000000,26599248,15999250,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,98
Mr. Deeds,2002,2770100,50000000,126203320,44976083,2002-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,96
Man of the House,2005,25560100,50000000,19118247,2400000,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Hereafter,2010,143890100,50000000,32746941,72500000,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,129
22 Jump Street,2014,191190100,50000000,191719337,139614539,2014-01-01,Contemporary Fiction,Based on TV,Live Action,Comedy,1,111
Planes: Fire and Rescue,2014,193480100,50000000,59157732,97241912,2014-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,83
Child 44,2014,212070100,50000000,1224330,2210000,2014-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,137
Non-Stop,2013,193250100,50000000,91742160,121000000,2013-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,110
The Adjustment Bureau,2010,138960100,50200000,62495645,64435680,2010-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,105
Barnyard: The Original Party Animals,2006,6650100,51000000,72779000,45804844,2006-01-01,Kids Fiction,Original Screenplay,Digital Animation,Comedy,0,
Deck the Halls,2006,16190100,51000000,35093569,11722238,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Valentine's Day,2009,112380100,52000000,110485654,107083674,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,124
The Change-Up,2011,139590100,52000000,37081475,38753649,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,114
Mamma Mia!,2008,2020100,52000000,143762955,458370497,2008-01-01,Contemporary Fiction,Based on Musical or Opera,Live Action,Musical,0,108
Catch Me if You Can,2002,1540100,52000000,164606800,191005491,2002-01-01,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,140
From Paris With Love,2009,113330100,52000000,24077427,29061741,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,
The Break-Up,2006,3140100,52000000,118703275,87024032,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,106
Zero Dark Thirty,2012,162120100,52500000,95720716,38891719,2012-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,137
The Dukes of Hazzard,2005,5820100,53000000,80270227,29578234,2005-01-01,Contemporary Fiction,Based on TV,Live Action,Comedy,0,105
Black Mass,2015,210460100,53000000,62575678,32765585,2015-01-01,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,122
Grindhouse,2007,21560100,53000000,25031037,25156752,2007-01-01,Fantasy,Original Screenplay,Live Action,Horror,0,191
Law Abiding Citizen,2009,114440100,53000000,73357727,57802054,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,
Moulin Rouge,2001,9170100,53000000,57386369,121826827,2001-01-01,Historical Fiction,Original Screenplay,Live Action,Musical,0,126
Flags of Our Fathers,2006,16830100,53000000,33602376,30055565,2006-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,132
Domestic Disturbance,2001,12260100,53000000,45207112,9000000,2001-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,90
Seven Pounds,2008,7150100,54000000,69951824,96665504,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,123
Blade 2,2002,5590100,54000000,81676888,72661713,2002-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,108
"You, Me and Dupree",2006,6310100,54000000,75628110,54600000,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,109
Gigli,2003,44120100,54000000,6068735,1038460,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,
Elizabethtown,2005,20340100,54000000,26850426,23868947,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,
Bullet to the Head,2011,166240100,55000000,9489829,13108140,2011-01-01,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,91
Alvin and the Chipmunks,2007,770100,55000000,217326974,145278059,2007-01-01,Kids Fiction,Based on TV,Animation/Live Action,Comedy,0,91
Aeon Flux,2005,130320100,55000000,25857987,22095354,2005-01-01,Science Fiction,Based on TV,Live Action,Action,0,
Gods and Generals,2003,33150100,55000000,12882934,41002,2003-01-01,Historical Fiction,,Live Action,Drama,1,
Eye See You,2002,82580100,55000000,79161,1728829,2002-01-01,,,,,0,
All the King's Men,2006,41880100,55000000,7221458,2300000,2006-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
The Forbidden Kingdom,2008,10400100,55000000,52075270,77000000,2008-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,0,105
Maid in Manhattan,2002,4600100,55000000,93932896,69905321,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,106
The Pursuit of Happyness,2006,1590100,55000000,162586036,144739597,2006-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,117
Semi-Pro,2008,16900100,55000000,33479698,10500665,2008-01-01,Historical Fiction,Original Screenplay,Live Action,Comedy,0,91
Thunderbirds,2004,42870100,55000000,6768055,21463389,2004-01-01,Science Fiction,Based on TV,Live Action,Adventure,0,94
American Wedding,2003,3910100,55000000,104354205,22070910,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,96
Captain Phillips,2013,170950100,55000000,107136417,113511767,2013-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,133
Date Night,2010,106810100,55000000,98711404,53557629,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,88
The Equalizer,2011,145970100,55000000,101530738,90634545,2011-01-01,Contemporary Fiction,Based on TV,Live Action,Action,0,131
The Watch,2011,165120100,55000000,34353000,33000000,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,87
Kill Bill: Volume 2,2004,7660100,55000000,66207920,87328062,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,1,136
Hitch,2005,1270100,55000000,177784257,189000000,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,117
Mr. Poppers's Penguins,2010,150570100,55000000,68224452,121400000,2010-01-01,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,93
Free Birds,2013,149460100,55000000,55750480,54636592,2013-01-01,Kids Fiction,Original Screenplay,Digital Animation,Comedy,0,91
The Phantom of the Opera,2004,10610100,55000000,51225796,107000000,2004-01-01,Historical Fiction,Based on Musical or Opera,Live Action,Musical,0,143
Burlesque,2010,111700100,55000000,39440655,50216743,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,116
Paddington,2014,197340100,55000000,76223578,183317852,2014-01-01,Kids Fiction,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,95
Stuck On You,2003,16750100,55000000,33832741,29704423,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
R.V.,2006,6760100,55000000,71452035,15800000,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98
Lucky You,2007,45050100,55000000,5755286,766543,2007-01-01,Historical Fiction,Original Screenplay,Live Action,Drama,0,124
The Pirates! Band of Misfits,2011,150790100,55000000,31051126,105092479,2011-01-01,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure,0,88
Kill Bill: Volume 1,2003,7120100,55000000,70098138,106371290,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,110
Changeling,2008,15870100,55000000,35739802,78065778,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,142
A Very Long Engagement,2004,43950100,55000000,6167817,63591479,2004-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
The Hunted,2003,16600100,55000000,34234008,10782486,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,
Muppets Most Wanted,2013,186230100,55000000,51178893,28133408,2013-01-01,Kids Fiction,Based on TV,Live Action,Comedy,1,106
Flightplan,2005,4950100,55000000,89706988,124685916,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,98
Elizabeth: The Golden Age,2007,28880100,55000000,16285240,58585626,2007-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,1,
Walking Tall,2004,12030100,56000000,46213824,1100000,2004-01-01,Contemporary Fiction,Remake,Live Action,Action,0,86
The Pacifier,2005,3420100,56000000,113006880,85000000,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,95
